27.59,54.2,1013.1,51.61,439.31
30.72,71.58,1009.98,50.39,430.46
13.18,52.72,1024.67,75.96,468.36
10.11,39.35,1015.19,90.74,479.83
21.83,41.1,1001.91,41.79,453.38
33.4,69.98,1013.29,47.78,432.44
15.11,45.01,1017.01,84.39,462.21
10.91,42.34,1021.83,94.99,470.91
5.79,45.87,1010.23,95.41,480.97
12.3,40.69,1015.74,82.58,474.46
10.9,40.67,1016.66,65.09,482.4
20.27,56.65,1020.75,67.12,454.29
27.19,64.27,1013.06,58.13,444.54
9.35,44.03,1011.02,88.11,476.25
30.61,69.13,1009.32,55.17,429.1
19.89,69.48,1011.06,86.73,447.63
14.67,71.14,1019.84,77.72,458.8
29.03,43.21,1011.83,65.23,434.11
30.35,71.32,1009.17,64.61,434.62
12.33,39.85,1012.53,66.04,479.32
7.85,37.8,1020.9,59.19,478.68
20.46,66.05,1014.93,78.51,454.06
10.77,44.78,1012.87,84.16,470.66
24.88,73.17,1012.26,84.96,434.85
19.79,60.1,1010.47,84.04,452.41
21.24,60.84,1017.99,82.22,445.71
10.75,45,1023.68,89.37,481.96
26.1,62.91,1012.44,60.91,446.05
20.56,64.45,1012.24,53.09,458.97
29.39,68.24,1009.06,66.76,427.96
28.62,68.24,1010.15,69.31,428.08
24.44,59.14,1016.74,71.82,443.5
23.81,57.5,1015.53,70.66,448.72
6.65,38.5,1014.01,87.6,491.54
28.5,74.87,1009.67,53.78,444.88
15.48,47.83,1004.88,81.68,463.67
19.15,39.72,1001.49,58.62,457.45
14.81,43.69,1017.19,71.9,470.71
20.97,61.87,1011.45,65.41,446.76
15.01,43.56,1014.65,61.82,465.84
28.85,58.33,1013.78,41.39,444
23.84,49.21,1013.1,44.72,445.44
10.32,39.28,1016.56,94.13,478.88
27.2,78.05,1010.15,90.2,430.55
23.07,70.47,1008.64,83.37,439.04
23.51,48.98,1014.63,41.56,454.06
14.69,49.64,1023.43,78.17,434.12
26.59,69.13,1009.27,73.96,430.11
28.31,66.17,1009.75,72.66,444.51
12.89,36.71,1013.36,87.29,475.13
15.82,44.2,1018.96,66.73,460.2
23.07,50.05,1006.9,86.98,442.97
29.05,68.24,1007.88,42.67,433.92
6.14,38.5,1012.4,75.35,489.26
12.14,40.83,1010.56,78.31,474.82
10.1,41.79,1019.36,78.07,474.09
14.55,42.74,1028.41,70.09,465.81
12.24,41.62,1013.38,90.26,461.23
28.29,69.13,1009.29,58.18,429.28
27.13,59.54,1004.33,73.27,438.32
26.9,66.48,1004.47,54.71,432.95
16.19,36.99,1007.37,92.4,462.94
12.89,48.14,1017.48,83.95,463.77
30.94,64.44,1014.36,53.76,439.84
18.34,65.94,1013.27,85.42,451.29
6.67,39.33,1011.07,91.96,490.03
24.19,58.95,1017.78,58.78,441.91
23.8,48.6,1002.43,67.32,440.89
25.56,69.13,1002.46,68.26,434.48
29.45,75.6,1018.12,50.68,437.31
14.82,42.74,1028.04,69.81,466.34
13.85,44.9,1019.11,76.79,467.2
16.13,43.48,1014.41,50.05,459.47
31.2,73.17,1010.28,53.23,431.23
9.32,36.66,1027.46,70.76,479.13
14.5,41.76,1023.94,84.42,464.23
15.31,40.66,1016.46,84.64,458.26
10.53,40.64,1020.62,98.43,477.99
24.75,58.79,1009.87,71.97,444.79
16.81,42.86,1013.83,77.11,464.36
22.36,58.79,1016.69,73.6,445.76
20.55,68.63,1012.5,67.07,453.47
23.47,65.61,1014.57,69.83,447.16
29.1,73.4,1011.35,57.31,436.85
14.22,44.99,1012,75.28,460.53
9.91,39.64,1010.57,75.82,478.63
10.12,43.72,1011.33,97.62,473.05
10.66,41.93,1016.12,94.16,479.61
31.26,68.94,1005.94,39.49,438.03
16.49,41.93,1022.92,44.98,467.48
19.68,68.28,1002.62,71.57,452.47
27.81,64.69,1006.59,71.75,437.02
18.9,62.96,1020.69,80.57,455.88
27.53,67.83,1009.4,53.73,429.05
20.74,49.69,1010.91,69.1,454.59
25.24,71.14,1008.73,79.39,435.09
24.09,73.68,1014.93,94.55,441.34
12.53,43.56,1014.8,74.05,469.23
28.35,71.14,1010.65,60.38,429.21
17.3,43.72,1009.64,77.86,456.55
32.21,68.3,1014.94,49.38,429.66
7.46,39.81,1018.62,86.73,484.13
14.1,44.92,1023.95,89.5,467.22
28.17,63.13,1012.44,66.61,439.94
24.77,48.92,1010.25,47.04,448.25
17.93,44.63,1003.54,87.41,458.96
6.26,41.31,1002.04,87.54,485.57
29.64,69.51,1012.13,44.65,428.69
23.36,73.18,1011.96,89.15,435.85
24.82,66.54,1010,60.36,440.88
12.15,43.71,1025.78,93.69,472.59
11.75,40.55,1018.09,97.7,472.43
15.8,41.2,1016.08,77.83,468.55
12.41,40.96,1023.36,78.96,473.59
32.4,68.14,1004.44,34.53,425.91
18.91,43.14,1013.56,58.34,460.19
31.01,69.04,1009.14,52.81,442.07
13.85,45.08,1024.86,83.85,468.35
11.09,40.43,1025.47,74.97,490.96
24.63,59.57,1010.45,85.36,440.67
25.82,69.68,1012.69,89.94,439.58
27.83,59.57,1011.22,71.05,443.85
19.8,58.79,1017.04,87.71,449.66
14.29,46.18,1017.01,87.29,464.73
5.12,40.78,1025.45,96.88,481.28
25.57,44.05,1005.79,65.14,443.84
25.09,65.38,1009.99,54.28,453.58
18.38,62.1,1020.12,77.27,452.91
21.71,60.27,1015.74,89.76,441.19
8.23,40.77,1011.92,90.59,479.24
15.06,39.3,1019.63,63.32,464.15
23.14,58.95,1017.52,66.25,442.27
13.57,39.39,1014.01,82.12,471.44
14.01,42.99,1007.12,69.69,469.23
24.17,48.41,1008.46,76.19,442.62
5.56,45.87,1006.99,96.48,476.61
18.26,69.94,1004.1,97.39,443.59
28.18,71.85,1008.78,82.88,427.83
19.09,65.94,1012.53,81.06,446.34
27.6,69.05,1003.87,42.01,436.08
9.3,43.14,1010.99,88.12,477.02
15.56,41.04,1025.8,64.81,457.11
5.89,35.77,1019.78,79.58,479.86
24.81,63.94,1018.76,44.51,444.26
16.71,40.55,1004.45,81.64,464.13
9.26,40.11,1024.38,74.82,460.72
19.87,48.14,1016.94,81.56,451.14
34.33,69.05,1000.89,37.9,430.56
21.2,59.39,1014.04,85.06,444.57
8.55,35.77,1016.15,73.32,481.44
17.16,58.86,1016.4,86.39,453.76
26.68,49.02,1008.4,68.01,441.54
12.28,43.67,1012.69,70.23,475.08
21.06,67.07,1004.9,84.09,446.44
11.02,40.81,1016.31,78.13,474.01
23.45,51.95,1005.23,76.17,449.07
24.19,47.45,1008.26,64.25,446.3
13.4,40.89,1010.67,91.66,472.36
28.83,66.44,1008.47,77.49,430.01
29.78,74.78,1009.28,55.09,436.39
10.38,40.71,1025.27,80.87,481.3
4.78,42.85,1013.39,93.36,481.47
13.02,40.1,1014.43,87.32,474.97
20.01,43.77,1012.13,65.53,455.66
29.09,70.02,1010.13,48.06,443.27
29.92,69.75,1009.12,67.15,441.5
23.24,68.31,1009.71,80.8,440.78
13.94,41.58,1020.76,68.22,463.07
21.46,74.87,1009.23,86.58,445.5
12.72,40.64,1021.11,93.24,475.73
29.83,68.67,1005.33,71.15,434.28
9.36,44.03,1010.3,87.2,474.68
13.79,45.08,1023.3,83.59,465.69
6.57,43.65,1018.24,74.47,481.46
17.48,40.89,1011.39,62.45,462.59
31.91,69.89,1014.59,54.51,429.29
17.01,50.9,1013.23,82.03,460.14
26.76,49.02,1007.96,70.05,439.4
13.22,40.83,1007.82,92.72,472.72
6.08,35.79,1011.08,90.59,483.08
29.34,74.34,998.58,81.55,430.57
17.74,49.78,1004.9,100.09,450.44
15.29,25.88,1009.21,66,464.25
19.92,46.97,1014.32,69.17,459.39
8.69,41.04,1026.87,80.28,477.2
33.82,73.03,1013.49,42.17,439.3
7.64,42.28,1008.49,83.42,483.74
6.03,40.78,1025.53,98.68,480.36
17.16,40.55,1000.26,72.21,461.58
19.48,39.72,1001.75,55.41,457.16
13.96,40.92,1022.65,73.08,460.95
28.88,63.76,1010.16,56.34,435.54
16.64,43.14,1019.03,82.88,459
29.49,70.98,1007.83,79.08,434.43
15.09,39.52,1017.05,72.43,469.8
13.75,40.89,1011.21,82.8,471.42
21.39,62.96,1019.49,72.24,452.68
29.27,69.89,1015.21,67.16,425.55
14.64,44.92,1025.54,91.12,462.64
27.82,52.84,1006.23,52.18,440.31
34.14,74.34,1000.19,43.56,434.23
22.83,41.1,1002,38.62,449.99
7.87,41.17,1020.33,77.77,486.2
15.41,42.44,1012.6,86.74,472.28
10.03,43.13,1014.85,70.09,482.16
24.43,58.2,1017.18,46.84,444.89
26.09,58.41,1013.64,64.58,438.86
24.32,65.48,1017.55,59.02,443.31
21.57,69.23,1011.94,81.73,437.55
12.24,40.96,1023.52,81.09,474.76
13.86,41.58,1020.69,70.74,461.56
17.7,49.21,1015.16,67.91,455.97
31.77,76.09,1007.4,73.36,431.69
20.33,57.76,1016.47,75.35,450.25
12.05,40.55,1016.63,100.14,472.19
13.97,45.01,1017.44,89.15,461.96
6.49,35.57,1025.4,79.67,486.8
9.99,43.52,1022.95,99.67,473.64
29.41,64.05,1009.82,67.4,444.82
12.16,40.81,1025.79,70.97,476.63
17.28,39.99,1007.09,74.25,463.28
13.16,40.71,1021.99,77.91,475.87
31.07,70.32,1011.74,65.91,436.16
29.3,74.16,1007.72,81.92,431.32
21.34,51.61,1010.11,80.7,452
13.51,40.89,1011.03,84.83,471.99
12.17,49.83,1008.05,96.44,469.52
7.98,40.77,1008.69,98.65,480.72
11.05,40.71,1024.91,76.42,479.59
15.5,44.34,1019.21,65.21,468.53
25.77,59.39,1014.76,69.99,438.64
22.83,58.62,1017.82,69.76,450.96
24.66,57.43,1013.17,71.82,445.41
26.78,52.3,1008.52,61.23,441.21
25.71,66.05,1018.58,66.23,444.35
22.21,61.87,1010.9,54.22,446.62
23.18,51.43,1011.56,81.83,449.94
7.26,41.22,1014.86,97.82,488.75
30.24,68.3,1016.21,48.25,431.82
20.7,58.16,1016.73,68.19,453.22
25.95,59.92,1010.05,76.05,443.93
23.09,63.91,1012.23,83.25,447.9
11.77,40.92,1021.85,81.55,467.31
5.99,35.79,1011.56,91.69,484.82
20.35,67.45,1015.14,69.22,447.64
16.02,71.14,1019.75,70.42,456.35
7.55,42.85,1011.21,93.25,484.93
27.28,44.89,1009.02,49.9,441.94
13.57,41.4,1021.27,72.55,464.23
10.08,43.14,1010.67,85.9,478.73
30.28,58.9,1005.03,54.59,439.06
18.37,58.96,1015.5,67.79,460.25
32.96,69.75,1008.86,40.23,435.56
15.75,47.45,1009.86,86.68,451.5
31.13,64.05,1011.51,61.27,439.24
12.38,43.52,1022.98,100,467.55
8.99,36.3,1027.08,73.98,478.95
9.59,38.56,1017.01,60.1,481.3
28.97,64.44,1014.55,54.67,438.08
23.64,70.04,1011.09,83.35,435.21
27.38,77.24,1008.25,82.49,435.81
16.41,44.92,1024.27,84.16,462.12
24.01,67.17,1007.44,86.87,443.09
30.28,67.22,1014.39,53.32,447.67
15.3,43.67,1011.75,95.31,468.14
24.37,73.42,1010.19,76.01,440.29
19.65,51.3,1014.81,90.23,452.5
28.68,73.77,1004.72,87.01,431.66
12.18,40.1,1016.67,91.87,471.49
31.82,71.29,1008.44,41.7,431.23
27.74,70.32,1009.58,50.29,433.47
25.31,67.9,1006.34,68.04,440.36
16.05,43.14,1010.67,79.36,463.06
25.86,59.07,1008.59,81.28,440.9
13.86,35.71,1015.21,63.16,471.63
12.08,49.83,1008.21,96.01,467.54
12.17,40.6,1013.59,88.62,473.76
20.43,63.09,1016.46,91.78,445.58
28.62,69.71,1009.67,62.12,437.52
27.23,66.48,1005.23,52.38,432.55
30.91,76.2,1008.53,58.08,434.94
24.05,70.4,1006.83,92.35,442.07
28.91,58.33,1013.84,39.72,437.53
24.44,47.93,1003.13,67.04,440.53
7.3,43.65,1019.33,67.62,482.96
13.61,42.34,1017.57,91.35,465.65
29.17,72.99,1006.86,64.92,430.59
32.37,67.83,1008.32,57.39,426.76
20.72,63.94,1017.17,59.83,447.69
8.02,41.92,1029.8,92.05,467.21
23.94,51.95,1008.61,73.42,448.67
11.4,52.75,1023.31,75.7,465.79
20.62,48.41,1007.37,87.51,445.4
29.09,70.98,1007.86,80.35,439.34
22.77,69.84,1005.75,84.26,436.75
20.79,50.59,1017.75,73.35,456.01
23.85,52.3,1005.9,70.95,441.99
14.5,44.47,1028.2,66.95,465.15
26.16,67.9,1005.81,61.02,444.06
24.78,58.46,1016.82,67.5,442.42
27.67,59.14,1016.51,61.2,433.37
15.8,40.66,1016.15,88.24,458.55
23.97,63.86,1018.09,57.62,441.65
19.31,44.71,1016.13,30.59,463
21.09,74.93,1015.11,81.93,443.51
21.91,70.32,1009.17,90.57,439.29
29.42,71.32,1002.26,67.13,437.47
9.28,41.38,1021.96,72.22,486.18
28.99,54.2,1012.79,41.9,442.6
32.9,68.51,1012.95,50.09,430.23
10.11,44.85,1014.2,84.81,478.71
15.5,39.16,1016.24,78.13,469.52
28.41,75.6,1018.48,56.07,440.28
9.03,40.71,1025.98,81.94,484.97
13.49,44.47,1030.46,69.49,466.66
7.77,41.82,1032.72,72.8,479.4
23.79,58.49,1011,75.39,445.87
17.46,53.29,1018.07,91.01,458.06
21.79,60.93,1006.44,87.68,443.01
18.74,59.21,1018.3,91.55,449.77
13.89,41.49,1020.02,86.47,469.6
10.91,37.92,1008.66,66.53,473.72
25.59,65.46,1014.47,37.89,444.9
16.2,45.76,1014.73,89.84,460.87
9.89,40.64,1020.59,98.35,478.13
15.02,41.48,1015.19,58.69,456.04
24.55,67.07,1005.66,63.58,443.39
34.35,77.17,1009.26,59.33,437.65
12.79,44.03,1007.46,95.93,464.35
31.87,70.94,1006.94,50.78,429.41
7,38.08,1020.27,77.67,482.38
27.62,68.27,1008.04,63.04,427.67
30.51,70.79,1004.55,56.05,428.79
17.67,53.16,1013.59,83.31,457.99
12.31,41.06,1021.19,74.38,475.76
3.31,39.42,1024.05,84.31,487.19
27.21,67.45,1013.83,43.26,436.47
23.09,69.13,1010.93,90.07,436.67
21.38,60.84,1017.94,82.83,445.8
14.08,39.31,1011.67,72,464.16
21.14,67.71,1006.38,56.78,445.12
26.13,73.21,1002.12,92.02,435.34
24.78,57.19,1008.08,65.4,443.62
28.41,74.16,1010.29,72.09,439.2
26.45,47.43,1008.87,53.25,442.12
28.96,66.54,1002.54,56.33,429.48
21.31,69.05,1002.46,73.42,440.97
27.18,79.05,1008.99,94.32,434.01
18.84,67.32,1012.63,81.89,449.21
26.39,49.02,1007.62,70.82,438.53
26.05,58.59,1012.32,49.83,452.41
4.89,45.87,1007.58,99.35,482.69
23.99,45.87,1007.63,52.62,443.66
31.27,73.77,1003.27,71.48,430.32
22.28,58.86,1014.08,66.47,446.55
21.16,50.66,1014.13,72.77,455.86
21.4,44.57,1005.7,73.09,445.09
23.61,59.39,1015.11,78.84,438.08
15.21,52.75,1024.32,61.11,458.84
25.04,70.47,1006.82,84.75,433.1
25.46,70.32,1010.65,64.7,433.08
25.17,68.08,1012.83,60.87,437.01
10.02,39.82,1012.86,89.47,482.47
14.05,40.35,1011.52,66.21,475.54
15,41.35,1006.6,86.95,467.71
11.01,40.22,1011.13,83.09,476.69
14.73,39.52,1017.01,74.21,470.45
8.42,37.49,1009.22,82.15,478.87
21.43,63.94,1012.68,99.68,445.29
19.24,58.33,1013.65,85.47,449.26
25.94,77.24,1007.97,84.82,432.88
13.35,39.64,1010.1,93.3,471.69
22.52,64.27,1014.34,82.77,445.4
31.63,70.17,999.4,59.94,432.07
5.97,36.25,1029.65,86.74,487.03
13.26,41.78,1009.77,61.69,467.78
6.8,37.8,1021.09,70.02,485.96
23.21,58.49,1010.97,74.34,448.09
25.87,44.57,1007.43,55.92,445.79
15.85,46.18,1013.14,97.8,462.88
32.07,70.94,1006.91,49.9,432.33
10.33,40.6,1015,88.62,478.3
8.27,39.64,1011,84.64,479.91
11.93,41.38,1021.76,57.63,473.88
24.39,51.86,1014.92,59.98,447.7
22.95,63.94,1013.87,80.37,447.13
17.58,44.9,1020.52,71.48,459.78
13.83,45.08,1024.2,80.52,465.5
24.67,68.61,1010.71,57.47,450.64
13.48,41.44,1015.64,71.46,471.39
24.15,63.13,1013.8,92.1,440.15
11.68,39.22,1017.9,57.95,471.8
17.97,65.94,1012.92,88.22,448.88
24.77,58.41,1013.78,80.57,446.27
16.1,36.71,1013.58,74.41,471.46
8.05,38.38,1021.14,86.39,482.17
22.51,68.63,1015.1,57.19,450.75
24.23,59.04,1011.91,71.79,443.06
8.82,34.69,1026.81,82.54,481.44
4.59,39.33,1010.85,71.78,494.9
8.57,40.69,1020.87,84.15,485.18
25.89,66.49,1013.08,63.16,434.67
24.18,59.92,1009.88,79.54,438.85
32.72,69.75,1009.6,49.35,437.99
12.14,48.04,1011.8,100.13,465.08
25.03,59.21,1017.28,56.96,446.33
22.1,65.06,1014.56,71.5,442.18
12.88,44.34,1016.03,88.51,474.94
27.4,69.84,1002.98,76.48,430.54
20.48,51.43,1007.4,90.7,448.03
13.8,44.21,1022.93,83.37,468.97
13.2,40.83,1007.75,94.98,472.41
19.59,66.54,1012.73,85.84,447.16
28.84,73.03,1013.99,76.05,435.75
22.17,65.61,1014.71,70.91,449.91
18.28,44.2,1018.83,52.88,458.59
22.99,61.02,1009.88,81.56,440.85
21.67,50.32,1008.41,85.99,445.31
21.38,58.33,1013.05,72.75,446.8
11.45,45.01,1018.88,92.12,470.4
28.29,68.67,1005.46,69.22,436.4
13.6,42.86,1013.37,87.52,472.27
20.01,52.9,1018.05,58.88,455.57
18.68,43.69,1016.68,48.88,463.02
27.06,70.47,1007,72.37,430.82
19.65,42.23,1013.04,75.9,461.16
19.7,52.84,1004.86,89.72,444.64
20.74,58.2,1017.54,70.66,450.4
21.92,61.87,1009.68,58.83,445.52
26.02,74.78,1010.04,72.78,439.82
18.95,42.23,1013.01,79.4,462.73
23.55,65.94,1011.76,58.44,443.98
10.01,43.7,1015.73,91.97,479.24
10.26,43.14,1019.68,98.97,466.75
30.71,68.27,1007.76,68.04,428.27
24.97,59.87,1018.7,59.94,443.7
27.37,72.58,1008.16,79.94,428.05
14.28,39.39,1013.82,77.52,469.92
16.92,50.9,1013.27,82.97,460.86
20.03,66.86,1013.05,64.59,450.93
22.05,63.31,1012.39,76.95,444.37
22.16,65.48,1017.22,70.51,446
15.55,40.66,1016.21,88.5,457.53
9.98,41.54,1019.7,80.79,480.26
26.98,72.58,1008.55,78.5,431.12
22.44,58.16,1017.28,63.68,452.71
24.28,71.98,1006.34,90.45,432.47
8.27,35.76,1020.11,75.25,480.8
28.68,61.86,1011.78,62.67,440.57
31.23,75.08,1004.93,46.19,439.14
15.87,39.31,1009.95,66.78,460.59
23.02,59.21,1011.74,83.18,440.5
31.03,69.98,1011.33,52.16,436.13
29.67,66.51,1015.6,34.1,434.8
24.19,68.94,1007.37,70.83,439.52
26.2,65.18,1011.42,47.82,440.07
18.47,62.1,1019.86,82.57,452.51
21.17,52.3,1009.36,81.51,447.5
29.01,65.71,1013.61,48.07,446.22
14.03,49.83,1006.64,90.01,463.71
20.04,49.39,1020.62,78.84,449.63
35.1,68.27,1006.96,43.51,426.3
27.72,69.88,1007.58,72.25,434.02
26,69.88,1007.99,87.07,434.79
19.61,45.01,1014.84,64.42,461.97
19.5,52.72,1025.21,50.21,457.26
16.58,41.93,1022.36,45.24,466.61
8.83,41.14,1025.37,94.36,474.51
25.57,66.54,1005.22,83.48,430.92
30.36,68.08,1010.76,51.32,429.97
29.23,66.51,1011.11,53.12,439.61
26.78,66.54,1010.14,49.01,440
12.93,41.39,1018.5,80.28,472.57
6.33,42.07,1004.25,77.1,484.57
32.27,71.85,1008.06,59.28,429.72
24.97,50.23,1015.6,56.79,454.35
23.56,73.18,1012.18,87.98,437.92
10.23,42.07,1017.93,91.1,475.14
25.14,73.67,1006.94,88.51,430.89
9.56,41.55,1002.67,70.27,481.24
12.93,36.71,1013.22,83.44,472.42
17.1,48.98,1016.48,85.63,454.43
17.14,41.66,1010.97,57.66,463.38
10.41,44.68,1023.53,91.38,474.7
15.39,42.28,1007.35,81.35,467.3
8.48,42.49,1010.77,88.68,483.5
7.68,38.06,1020.92,83.87,483.8
24.5,58.66,1011.54,57.92,451.03
22.92,58.62,1016.37,71.38,447.48
30.62,66.75,1017.68,53.68,432.66
9.87,40.81,1017.17,84.25,473.2
10.4,45.01,1018.58,93.48,470.79
22.12,49.39,1019.8,72.83,451
16.91,43.96,1013.32,79.87,465.86
31.56,66.44,1008.91,64.16,430.11
19.33,58.96,1014.88,67.86,456.54
23.44,72.24,1011.28,88.03,438.34
7.57,37.49,1009.73,83.07,481.98
22.32,47.93,1004.07,86.95,440.21
25.06,65.46,1014.37,38.82,443.03
17.28,44.92,1024.39,76.08,459.26
9.38,41.44,1015.09,86.8,481.96
3.82,35.47,1016.62,84.34,489.04
30.88,69.51,1011.48,46.58,433.14
27.48,61.41,1012.2,45.06,452.24
19.82,58.16,1016.76,74.66,455.5
9.65,44.68,1022.9,98.08,476.71
19.87,49.69,1012.23,68.57,456.03
19.81,56.65,1020.62,67.99,457.72
20.11,50.78,1008.73,93.24,447.42
15.62,40.12,1013.03,96.26,462.59
16.75,42.23,1013.81,84.98,464.87
18.92,46.93,1009.89,77.98,453.66
21.05,63.09,1016.49,91.23,447.45
26.63,64.44,1012.66,61.19,442
15.92,44.85,1015.84,59.99,467.41
26.88,79.74,1006.54,93.7,434.77
5.97,40.35,1012.3,94.1,489.03
9.52,40.96,1023.48,86.49,483.59
15.24,39.39,1013.01,74.24,469.79
11.7,41.16,1017.98,95.71,462.94
15.84,52.72,1026.45,62.57,464.93
14.72,43.34,1013.07,85.61,464.22
16.31,68.28,1003.98,98.62,450.33
22.33,45.87,1007.8,63.61,447.02
10.56,40.22,1005.08,89.71,478.02
9.35,41.03,1021.33,66.75,482.16
24.47,48.6,1002.49,75.04,442.08
15.81,54.3,1017.8,68.45,461.63
8.35,40.46,1019.23,73.26,474.79
23.61,43.77,1011.81,56.08,444.55
23.7,64.45,1012.87,38.24,451.16
14.18,39.3,1020.1,67.48,464.32
28.32,72.58,1007.77,78.35,428.06
22.31,70.32,1009.22,89.53,437.83
33.79,69.05,1001.62,40.13,435.1
22.64,58.66,1011.68,60.97,449.79
11.34,45.17,1018.32,96.24,472.13
